FID,DHSID,DHSCLUST,LAT,LONG,ITN_Covera
599,KE201400000806,806,0.059374,34.295319,0.586365961
600,KE201400000807,807,0.02778,34.306124,0.604841861
601,KE201400000808,808,-0.045949,34.297869,0.616983524
602,KE201400000809,809,0.085733,34.167543,0.597969986
603,KE201400000810,810,0.123982,34.10069,0.589084264
604,KE201400000811,811,0.266462,34.154096,0.584862308
605,KE201400000812,812,0.282645,34.23403,0.588180934
606,KE201400000813,813,0.161909,34.274359,0.591842105
607,KE201400000814,814,0.137155,34.255292,0.59079342
608,KE201400000815,815,0.162692,34.276691,0.592343362
609,KE201400000816,816,0.174059,34.291056,0.589150197
610,KE201400000817,817,0.241883,34.365844,0.595384733
611,KE201400000818,818,0.079429,34.528511,0.606498821
612,KE201400000819,819,0.116886,34.433967,0.605372484
613,KE201400000820,820,0.064366,34.49753,0.611424314
614,KE201400000821,821,0.024582,34.406253,0.619424843
615,KE201400000822,822,-0.097559,34.269893,0.613724229
616,KE201400000823,823,-0.099599,34.26874,0.613724229
617,KE201400000824,824,-0.094402,34.283453,0.613724229
618,KE201400000825,825,-0.076695,34.23439,0.61778466
619,KE201400000826,826,-0.139794,34.242502,0.624511584
620,KE201400000827,827,-0.044115,34.062398,0.590587397
621,KE201400000828,828,-0.022987,34.076254,0.592022273
622,KE201400000830,830,-0.174675,34.388051,0.629793371
623,KE201400000831,831,-0.062453,34.381041,0.623788338
624,KE201400000832,832,-0.184669,34.395803,0.632885773
625,KE201400000833,833,-0.121991,34.333359,0.625709092
626,KE201400000834,834,-0.267824,34.368393,0.651742206
627,KE201400000835,835,-0.394181,34.300305,0.652089645
628,KE201400000854,854,-0.074951,34.498248,0.620837396
629,KE201400000855,855,-0.13303,34.47001,0.624005973
630,KE201400000858,858,-0.1185,35.016995,0.54853102
631,KE201400000860,860,-0.091983,35.145513,0.515354873
632,KE201400000861,861,-0.172847,35.284183,0.500377137
633,KE201400000862,862,-0.091254,35.174043,0.510526676
634,KE201400000871,871,-1.066089,34.463777,0.620962159
635,KE201400000872,872,-1.093901,34.518664,0.637274344
636,KE201400000873,873,-1.094678,34.464601,0.624859916
637,KE201400000874,874,-1.067843,34.464298,0.620962159
638,KE201400000875,875,-1.055966,34.446678,0.627401506
639,KE201400000876,876,-1.057541,34.26778,0.645239721
640,KE201400000877,877,-1.105006,34.392385,0.639115721
641,KE201400000878,878,-0.944094,34.299313,0.656639055
642,KE201400000879,879,-0.939973,34.14151,0.653128069
643,KE201400000880,880,-1.052997,34.254425,0.644710496
644,KE201400000881,881,-0.848447,34.287904,0.660439974
645,KE201400000882,882,-0.832691,34.164287,0.665366403
646,KE201400000883,883,-0.752505,34.623826,0.636705675
647,KE201400000884,884,-0.885667,34.607629,0.634604862
648,KE201400000885,885,-0.718213,34.561011,0.653270328
649,KE201400000886,886,-0.920352,34.606773,0.635973796
650,KE201400000887,887,-0.714712,34.636064,0.643427707
651,KE201400000888,888,-0.661671,34.630472,0.658942342
652,KE201400000889,889,-1.043513,34.527248,0.639649987
653,KE201400000890,890,-0.926897,34.479431,0.647502558
654,KE201400000891,891,-0.933037,34.457781,0.647072651
655,KE201400000892,892,-0.979191,34.369895,0.649860604
656,KE201400000893,893,-0.855366,34.564983,0.645147363
657,KE201400000894,894,-0.844898,34.580565,0.645147363
658,KE201400000895,895,-0.910417,34.543607,0.644066703
659,KE201400000896,896,-0.8057,34.552448,0.641619447
660,KE201400000897,897,-0.907212,34.582048,0.644066703
661,KE201400000898,898,-1.248365,34.486299,0.620020618
662,KE201400000899,899,-1.224197,34.514038,0.63201077
663,KE201400000900,900,-1.240704,34.501323,0.631243817
664,KE201400000901,901,-1.237639,34.585219,0.629050769
665,KE201400000902,902,-1.210613,34.436789,0.634297053
666,KE201400000903,903,-1.199359,34.474464,0.633545375
667,KE201400000904,904,-1.377167,34.718487,0.606185717
668,KE201400000905,905,-1.301786,34.695447,0.621323233
669,KE201400000906,906,-0.526048,34.48093,0.651525964
670,KE201400000910,910,-0.598406,34.568014,0.666450193
671,KE201400000911,911,-0.534778,34.57542,0.666697278
672,KE201400000912,912,-0.513423,34.586917,0.665531918
673,KE201400000913,913,-0.760167,34.295685,0.660026866
674,KE201400000914,914,-0.820224,34.291818,0.660414022
675,KE201400000915,915,-0.807209,34.287728,0.6600657
676,KE201400000916,916,-0.708812,34.353443,0.66557963
677,KE201400000917,917,-0.725429,34.437542,0.668598353
678,KE201400000918,918,-0.601865,34.392258,0.665032927
679,KE201400000919,919,-0.723708,34.437811,0.668598353
680,KE201400000920,920,-0.378583,34.166912,0.651251591
681,KE201400000922,922,-0.534054,34.402113,0.661232475
682,KE201400000923,923,-0.667493,34.137928,0.638042675
683,KE201400000924,924,-0.598918,34.132259,0.635532212
684,KE201400000925,925,-0.77303,34.087302,0.642626403
685,KE201400000926,926,-0.54748,34.165545,0.631569287
686,KE201400000927,927,-0.594492,34.269106,0.663139783
687,KE201400000934,934,-0.508201,34.832003,0.634023568
688,KE201400000937,937,-0.513164,34.728437,0.64394283
689,KE201400000938,938,-0.527802,34.752946,0.645758817
690,KE201400000939,939,-0.559482,34.643764,0.666871291
691,KE201400000940,940,-0.758057,34.874294,0.621416514
692,KE201400000941,941,-0.685521,34.786786,0.626612996
693,KE201400000942,942,-0.700684,34.76471,0.626612996
694,KE201400000943,943,-0.686153,34.772637,0.626612996
695,KE201400000944,944,-0.710276,34.81387,0.635652612
696,KE201400000945,945,-0.525382,34.851854,0.631724462
697,KE201400000946,946,-0.583811,34.769116,0.650406094
698,KE201400000947,947,-0.60709,34.877604,0.630032635
699,KE201400000948,948,-0.611955,34.717661,0.65773517
700,KE201400000949,949,-0.587201,34.730426,0.656662777
701,KE201400000950,950,-0.6537,34.789516,0.644130571
702,KE201400000951,951,-0.684554,34.757315,0.626612996
703,KE201400000952,952,-0.669369,34.75243,0.626612996
704,KE201400000953,953,-0.686677,34.729673,0.64805036
705,KE201400000954,954,-0.646415,34.734221,0.654056049
706,KE201400000955,955,-0.67204,34.698698,0.649986087
707,KE201400000956,956,-0.680802,34.653743,0.652169959
708,KE201400000957,957,-0.807093,34.944246,0.604174232
709,KE201400000958,958,-0.766369,34.928969,0.605741011
710,KE201400000959,959,-0.890549,34.915605,0.602468537
711,KE201400000960,960,-0.857861,34.912907,0.606977528
712,KE201400000961,961,-0.783931,34.711694,0.633749606
713,KE201400000962,962,-0.859286,34.752703,0.619888351
714,KE201400000963,963,-0.869601,34.711621,0.620744864
715,KE201400000964,964,-0.923634,34.791847,0.619316872
716,KE201400000965,965,-0.937452,34.737316,0.623414055
717,KE201400000966,966,-0.942298,34.699651,0.626149817
718,KE201400000967,967,-0.881332,34.869375,0.613051759
719,KE201400000968,968,-0.747563,34.756077,0.63518214
720,KE201400000969,969,-0.881647,34.842913,0.614172205
721,KE201400000970,970,-0.921413,34.862754,0.615953327
722,KE201400000971,971,-0.799297,34.633352,0.637614715
723,KE201400000972,972,-0.715856,34.63974,0.643427707
724,KE201400000973,973,-0.74842,34.633447,0.643329757
725,KE201400000974,974,-0.90942,34.680982,0.627293657
726,KE201400000975,975,-0.886415,34.659159,0.625260581
727,KE201400000976,976,-0.733015,34.900775,0.620703952
728,KE201400000977,977,-0.775312,34.953521,0.605741011
729,KE201400000978,978,-0.779236,34.950389,0.605741011
730,KE201400000979,979,-0.682846,34.95128,0.616649178
731,KE201400000980,980,-0.701118,35.011595,0.61235787
732,KE201400000981,981,-0.678799,34.889898,0.626514333
733,KE201400000982,982,-0.767155,34.940573,0.613468965
734,KE201400000983,983,-0.502671,34.873884,0.629776648
735,KE201400000984,984,-0.499335,34.907684,0.613567552
736,KE201400000985,985,-0.574074,34.94356,0.614354037
737,KE201400000987,987,-0.445868,35.00743,0.586670122
738,KE201400000988,988,-0.447872,35.004718,0.586670122
739,KE201400000989,989,-0.523705,34.995298,0.599117761
740,KE201400000990,990,-0.503994,35.006505,0.594175801
741,KE201400000991,991,-0.561426,34.950533,0.611244718
742,KE201400000992,992,-0.633241,35.053347,0.599568982
743,KE201400000993,993,-0.550913,34.987693,0.60497966
744,KE201400000994,994,-0.638539,34.964385,0.616127507
745,KE201400000995,995,-0.617678,34.962564,0.604745908
746,KE201400000996,996,-0.584788,34.946663,0.616427916
747,KE201400000997,997,-0.572132,34.938426,0.611455755
748,KE201400000998,998,-0.55456,34.937634,0.611455755
749,KE201400000999,999,-0.615024,34.903756,0.623841263
750,KE201400001000,1000,-0.640455,34.915042,0.622045446
751,KE201400001001,1001,-0.663048,34.862892,0.632029848
752,KE201400001002,1002,-0.73235,34.870032,0.624833622
753,KE201400001003,1003,-0.62325,34.911907,0.623841263
754,KE201400001004,1004,-0.638252,34.85385,0.636763457
755,KE201400001005,1005,-0.795502,35.02299,0.604242612
756,KE201400001006,1006,-0.75192,35.022081,0.611525561
757,KE201400001007,1007,-0.809332,35.045977,0.600078883
758,KE201400001008,1008,-0.702665,35.047133,0.603692635
759,KE201400001009,1009,3.113007,35.578603,0.374224505
760,KE201400001010,1010,3.124973,35.602122,0.381319523
761,KE201400001011,1011,3.146892,35.602587,0.382536764
762,KE201400001013,1013,3.129842,35.734787,0.382089206
763,KE201400001014,1014,2.758791,36.04941,0.402998633
764,KE201400001015,1015,3.016744,34.977289,0.395249006
765,KE201400001016,1016,2.947348,34.626478,0.490584503
766,KE201400001017,1017,3.646151,35.805065,0.408718487
767,KE201400001018,1018,2.941647,35.17873,0.397999894
768,KE201400001019,1019,2.698301,35.130607,0.410818804
769,KE201400001020,1020,3.32035,35.191933,0.390014807
770,KE201400001021,1021,4.240608,35.727812,0.424032842
771,KE201400001022,1022,4.297217,35.901381,0.426415845
772,KE201400001023,1023,4.443671,35.861537,0.427346902
773,KE201400001024,1024,4.568669,35.461165,0.446697171
774,KE201400001025,1025,3.30417,34.730511,0.414472628
775,KE201400001026,1026,3.655048,34.664094,0.463502068
776,KE201400001027,1027,3.738812,34.83924,0.430145293
777,KE201400001028,1028,3.518869,34.856792,0.432280696
778,KE201400001029,1029,3.71427,34.870038,0.430145293
779,KE201400001030,1030,3.579568,35.353208,0.402964991
780,KE201400001031,1031,4.194907,34.349824,0.514859599
781,KE201400001032,1032,4.21766,34.334697,0.535852288
782,KE201400001034,1034,1.852291,36.07746,0.451424406
783,KE201400001035,1035,2.195259,36.163667,0.440930534
784,KE201400001036,1036,1.59809,35.981429,0.433334136
785,KE201400001037,1037,2.552646,35.750065,0.410773424
786,KE201400001038,1038,2.941321,35.64378,0.380224038
787,KE201400001039,1039,2.167778,35.391118,0.446248269
788,KE201400001040,1040,2.25802,35.515422,0.439056969
789,KE201400001041,1041,1.342811,35.075979,0.474520799
790,KE201400001042,1042,1.23985,35.118504,0.427585805
791,KE201400001043,1043,1.260869,35.107209,0.443868652
792,KE201400001044,1044,1.267604,35.12757,0.448488508
793,KE201400001045,1045,1.252731,35.110182,0.443868652
794,KE201400001046,1046,1.289616,35.104116,0.457090665
795,KE201400001047,1047,1.245239,35.105652,0.427585805
796,KE201400001048,1048,1.195544,35.077102,0.450948692
797,KE201400001049,1049,1.183623,35.082077,0.451969554
798,KE201400001050,1050,1.250327,35.093977,0.443868652
799,KE201400001051,1051,1.514052,35.073936,0.486139532
800,KE201400001052,1052,1.348723,34.993109,0.478857611
801,KE201400001053,1053,1.696733,35.194855,0.475570231
802,KE201400001054,1054,1.564917,35.240479,0.474723109
803,KE201400001055,1055,1.482122,35.234057,0.471379699
804,KE201400001056,1056,1.347687,35.190288,0.460171512
805,KE201400001058,1058,2.130217,35.0772,0.43432784
806,KE201400001059,1059,1.700783,35.094559,0.490195622
807,KE201400001060,1060,1.558596,35.02899,0.493505353
808,KE201400001061,1061,2.099314,35.31148,0.445861623
809,KE201400001062,1062,1.264646,35.307474,0.445858677
810,KE201400001063,1063,1.256406,35.320424,0.444237157
811,KE201400001064,1064,1.388589,35.438193,0.434419836
812,KE201400001065,1065,1.340074,35.480882,0.42954849
813,KE201400001067,1067,1.422657,35.45933,0.442229997
814,KE201400001068,1068,1.457789,35.382101,0.452595472
815,KE201400001069,1069,1.301471,35.351172,0.441253108
816,KE201400001070,1070,1.237212,35.458152,0.418044694
817,KE201400001071,1071,1.318524,35.61357,0.429891548
818,KE201400001072,1072,1.404699,35.687462,0.440307589
819,KE201400001076,1076,1.103986,36.692565,0.405078166
820,KE201400001077,1077,1.074208,36.719993,0.406242962
821,KE201400001078,1078,1.051303,36.727228,0.40408879
822,KE201400001079,1079,1.071623,36.711134,0.403793637
823,KE201400001080,1080,1.194558,36.514161,0.3935604
824,KE201400001081,1081,0.972604,36.949102,0.431963706
825,KE201400001082,1082,1.278136,36.670585,0.405776753
826,KE201400001083,1083,0.996707,36.690853,0.40164957
827,KE201400001084,1084,0.752066,36.924679,0.428794993
828,KE201400001085,1085,0.836337,36.8251,0.415721175
829,KE201400001086,1086,1.004152,36.839895,0.413595025
830,KE201400001087,1087,0.940233,36.511651,0.39737182
831,KE201400001088,1088,0.971251,37.350936,0.47364568
832,KE201400001089,1089,0.969764,37.327215,0.478015652
833,KE201400001090,1090,1.047499,37.361626,0.476530229
834,KE201400001091,1091,0.915885,37.260932,0.474257239
835,KE201400001092,1092,1.08936,37.217052,0.465378754
836,KE201400001093,1093,1.179216,37.148442,0.461455472
837,KE201400001094,1094,1.270667,37.350991,0.471553612
838,KE201400001095,1095,0.779573,37.844197,0.528265243
839,KE201400001096,1096,0.632382,37.650913,0.502481555
840,KE201400001097,1097,0.650635,37.437385,0.485604529
841,KE201400001098,1098,1.775687,36.799764,0.440776703
842,KE201400001099,1099,1.792303,36.792099,0.443710808
843,KE201400001100,1100,1.800532,36.86802,0.443207848
844,KE201400001101,1101,1.643007,37.157419,0.458098754
845,KE201400001103,1103,2.364527,36.765065,0.454651628
846,KE201400001104,1104,2.222477,36.761623,0.445112432
847,KE201400001105,1105,1.031911,34.992451,0.449112926
848,KE201400001106,1106,1.058197,35.034016,0.467998661
849,KE201400001107,1107,1.010452,35.02894,0.467427743
850,KE201400001108,1108,1.019615,35.063945,0.465672898
851,KE201400001109,1109,1.027398,34.972864,0.449112926
852,KE201400001110,1110,1.008514,34.963865,0.449112926
853,KE201400001111,1111,0.973638,34.956608,0.509297675
854,KE201400001112,1112,1.03244,34.993303,0.449112926
855,KE201400001113,1113,1.029719,34.984897,0.449112926
856,KE201400001114,1114,1.033163,34.987091,0.449112926
857,KE201400001115,1115,0.954922,34.990361,0.493316133
858,KE201400001116,1116,0.967786,35.075361,0.479292613
859,KE201400001117,1117,0.879123,34.958442,0.520949844
860,KE201400001118,1118,0.854334,34.882885,0.529397969
861,KE201400001119,1119,0.91095,34.927399,0.514432378
862,KE201400001120,1120,0.892985,34.898411,0.510715228
863,KE201400001121,1121,0.822493,34.841444,0.535938689
864,KE201400001122,1122,0.956844,34.844944,0.516719119
865,KE201400001123,1123,0.890224,34.842158,0.524961096
866,KE201400001124,1124,0.927056,35.319788,0.48032241
867,KE201400001125,1125,0.952872,35.224861,0.47786248
868,KE201400001126,1126,0.993352,35.318919,0.466465539
869,KE201400001127,1127,1.063837,35.192775,0.461100849
870,KE201400001128,1128,1.003081,35.166766,0.47085122
871,KE201400001129,1129,1.178711,35.159264,0.450551196
872,KE201400001130,1130,1.056414,35.112086,0.46410185
873,KE201400001131,1131,1.178926,34.817012,0.506934772
874,KE201400001132,1132,0.991116,34.841712,0.51498729
875,KE201400001133,1133,1.115357,34.813049,0.500743446
876,KE201400001134,1134,1.179362,35.014342,0.463039058
877,KE201400001135,1135,1.204526,34.875006,0.484684659
878,KE201400001136,1136,1.108905,34.970978,0.474563687
879,KE201400001137,1137,1.104034,34.991218,0.468022099
880,KE201400001138,1138,1.056839,34.98259,0.464307114
881,KE201400001139,1139,0.243543,35.822237,0.485196309
882,KE201400001140,1140,0.391817,35.82354,0.483923125
883,KE201400001141,1141,0.575207,35.639405,0.497310248
884,KE201400001142,1142,0.492055,35.757143,0.4648932
885,KE201400001143,1143,0.494009,35.739763,0.461978037
886,KE201400001144,1144,0.469609,35.735484,0.461978037
887,KE201400001145,1145,0.529795,35.771071,0.479063374
888,KE201400001146,1146,0.413822,35.881346,0.481700814
889,KE201400001147,1147,0.472783,35.97655,0.466194173
890,KE201400001148,1148,0.464681,35.976505,0.466194173
891,KE201400001149,1149,0.413312,36.079568,0.45749229
892,KE201400001150,1150,0.247812,36.227069,0.441652596
893,KE201400001151,1151,0.723111,35.639046,0.484193427
894,KE201400001152,1152,0.640893,35.87216,0.469915954
895,KE201400001153,1153,0.633115,35.80333,0.473674989
896,KE201400001154,1154,0.641007,35.817085,0.472083261
897,KE201400001155,1155,1.369603,35.783986,0.434182837
898,KE201400001156,1156,1.575329,35.780979,0.447184029
899,KE201400001157,1157,0.85856,35.945295,0.445340635
900,KE201400001158,1158,0.913632,36.011313,0.433344851
901,KE201400001159,1159,0.668514,36.222345,0.427042297
902,KE201400001160,1160,0.715214,36.330077,0.417745584
903,KE201400001161,1161,-0.047684,35.789337,0.479632074
904,KE201400001163,1163,0.050524,35.718633,0.457599817
905,KE201400001164,1164,0.061395,35.715722,0.457599817
906,KE201400001165,1165,0.050773,35.722889,0.457599817
907,KE201400001166,1166,0.081357,35.74956,0.457599817
908,KE201400001168,1168,0.076191,35.898326,0.479991427
909,KE201400001169,1169,0.000775,35.92043,0.475719315
910,KE201400001170,1170,0.030202,36.055656,0.466515121
911,KE201400001171,1171,0.692989,35.222282,0.522265257
912,KE201400001172,1172,0.838466,35.227394,0.506025531
913,KE201400001173,1173,0.875886,35.135885,0.494254365
914,KE201400001174,1174,0.829351,35.209525,0.510104963
915,KE201400001175,1175,0.63318,35.206463,0.517932711
916,KE201400001176,1176,0.817538,35.2904,0.502254075
917,KE201400001177,1177,0.558263,35.257393,0.489575969
918,KE201400001178,1178,0.523801,35.244122,0.435006816
919,KE201400001179,1179,0.521928,35.261268,0.356828811
920,KE201400001180,1180,0.563705,35.225943,0.486536799
921,KE201400001181,1181,0.54764,35.237461,0.486536799
922,KE201400001182,1182,0.549726,35.242753,0.486536799
923,KE201400001183,1183,0.629269,35.104015,0.531807671
924,KE201400001184,1184,0.613144,35.037416,0.538596217
925,KE201400001185,1185,0.602686,35.050106,0.538301647
926,KE201400001187,1187,0.488518,35.363576,0.503811518
927,KE201400001188,1188,0.511723,35.306325,0.484329645
928,KE201400001189,1189,0.524671,35.31325,0.484329645
929,KE201400001191,1191,0.612142,35.429175,0.501854703
930,KE201400001192,1192,0.745702,35.311936,0.508220258
931,KE201400001193,1193,0.55274,35.304668,0.504894117
932,KE201400001194,1194,0.538083,35.290596,0.356828811
933,KE201400001195,1195,0.869111,35.322403,0.488044822
934,KE201400001196,1196,0.22119,35.3256,0.500336993
935,KE201400001200,1200,0.434459,35.217811,0.511613
936,KE201400001201,1201,0.505603,35.257891,0.356828811
937,KE201400001202,1202,0.488262,35.268162,0.459638121
938,KE201400001203,1203,0.464453,35.246596,0.517797591
939,KE201400001204,1204,0.47943,35.267937,0.459638121
940,KE201400001205,1205,0.500538,35.248533,0.435006816
941,KE201400001206,1206,1.061761,35.621251,0.441184661
942,KE201400001207,1207,1.236726,35.623087,0.424287596
943,KE201400001208,1208,1.058807,35.590291,0.441309655
944,KE201400001209,1209,0.98022,35.556985,0.445713011
945,KE201400001210,1210,1.007943,35.563601,0.450240053
946,KE201400001212,1212,0.840955,35.582567,0.468244688
